combination,balance
2561,0
6620,0
6664,0
2562,0
2563,0
6621,0
6622,0
6623,0
2564,0
3056,0
6634,0
6662,0
3015,0
6646,0
5603,0
5602,0
5601,0
6663,0
5600,0
6650,0
5566,0
6651,0
6652,0
5565,0
5564,0
5563,0
6653,0
6654,0
6655,0
5562,0
5561,0
5560,0
5556,0
6656,0
5555,0
6660,0
5604,0
5605,0
6635,0
5606,0
2656,0
6636,0
2660,0
2661,0
2662,0
6640,0
2663,0
6641,0
2664,0
6642,0
6643,0
2665,0
2666,0
6644,0
6645,0
5620,0
5616,0
5615,0
5614,0
5613,0
5612,0
5611,0
5610,0
2516,0
6611,0
2506,0
6550,0
6535,0
5662,0
6536,0
5661,0
5660,0
5656,0
5655,0
5654,0
6540,0
5653,0
5652,0
5651,0
5650,0
5646,0
6541,0
5645,0
5644,0
5643,0
6542,0
6543,0
6544,0
6545,0
6546,0
5552,0
5663,0
6534,0
6523,0
6006,0
6005,0
6515,0
6516,0
2256,0
2266,0
6520,0
5551,0
6521,0
6522,0
6524,0
6533,0
6525,0
6526,0
6530,0
6531,0
5666,0
0266,0
0256,0
6532,0
5665,0
5664,0
6610,0
5553,0
2356,0
6665,0
6551,0
5622,0
0166,0
0156,0
5554,0
5621,0
6565,0
2446,0
6566,0
6600,0
6601,0
6564,0
6602,0
6603,0
6604,0
3066,0
6605,0
2456,0
2464,0
2465,0
2466,0
6606,0
5624,0
5623,0
5625,0
6561,0
2366,0
5642,0
5641,0
5640,0
6552,0
6553,0
6554,0
6555,0
5636,0
5626,0
6560,0
6556,0
5635,0
5634,0
5633,0
5632,0
6562,0
6563,0
5631,0
5630,0
6661,0
2305,-5000
5142,-5000
3512,-5000
3423,-5000
3533,-5000
5010,-5000
6210,-5000
0325,-10000
3025,-10000
4433,-10000
1453,-10000
5400,-10000
5100,-10000
5043,-10000
5024,-10000
3531,-10000
5121,-15000
5140,-15000
6211,-15000
6021,-15000
5402,-15000
2523,-15000
5340,-15000
4440,-20000
6121,-20000
5304,-20000
1504,-20000
2005,-20000
5143,-20000
5341,-25000
3053,-25000
0542,-30000
0533,-30000
5113,-30000
4523,-30000
3215,-35000
4143,-35000
4532,-35000
3524,-35000
5003,-35000
5314,-35000
5410,-35000
4214,-40000
6100,-40000
5412,-40000
4024,-40000
4441,-40000
1542,-40000
5130,-40000
0052,-40000
2435,-40000
5120,-40000
4124,-45000
5401,-45000
0105,-45000
1514,-45000
3501,-45000
2245,-50000
5342,-50000
0543,-50000
5050,-50000
6202,-55000
3351,-55000
3424,-55000
1115,-55000
2050,-55000
2511,-55000
5150,-55000
3254,-55000
2424,-55000
3234,-55000
2354,-55000
1533,-60000
4504,-60000
6220,-60000
1543,-60000
3035,-60000
6101,-60000
5051,-60000
6003,-60000
5151,-65000
2522,-65000
3334,-65000
5030,-65000
6110,-65000
5020,-65000
6013,-65000
6022,-65000
6122,-65000
6212,-65000
5411,-70000
4514,-70000
5250,-70000
5021,-70000
3104,-70000
4450,-70000
4451,-70000
6221,-70000
5324,-75000
5251,-75000
5321,-75000
3500,-75000
0550,-75000
0551,-75000
5432,-75000
0055,-75000
3305,-80000
4052,-80000
1052,-80000
1055,-80000
4533,-85000
0244,-85000
2315,-85000
6111,-85000
0345,-85000
0552,-85000
5011,-90000
1550,-90000
5052,-90000
1551,-90000
0155,-90000
5152,-95000
3243,-95000
5512,-95000
1155,-95000
1552,-95000
5502,-95000
3522,-95000
3135,-95000
2254,-100000
6222,-100000
0252,-100000
3432,-100000
5522,-100000
5252,-100000
3315,-105000
5350,-105000
1512,-105000
0025,-105000
5351,-105000
3050,-105000
5102,-110000
5422,-110000
5002,-110000
0523,-110000
1345,-110000
1325,-110000
4304,-115000
3235,-115000
1252,-120000
3323,-120000
4152,-120000
5530,-120000
5352,-120000
3504,-125000
5531,-125000
3105,-130000
0504,-130000
3113,-135000
5123,-135000
6102,-140000
5332,-140000
3514,-140000
3511,-140000
0540,-145000
1502,-145000
0054,-145000
4224,-145000
0443,-145000
6112,-150000
3054,-150000
2345,-150000
1143,-150000
0514,-150000
3250,-155000
6000,-155000
3045,-155000
0154,-160000
1540,-160000
5013,-160000
3350,-165000
0335,-165000
5420,-165000
5330,-165000
3154,-165000
1523,-165000
2054,-170000
3145,-170000
3404,-170000
0541,-170000
5322,-170000
1054,-170000
6001,-175000
3510,-175000
4352,-175000
5023,-175000
3225,-180000
6010,-180000
0045,-180000
3520,-180000
1541,-185000
5430,-185000
5421,-185000
2154,-185000
1424,-190000
4424,-190000
0344,-190000
1154,-190000
4522,-195000
5431,-195000
1050,-195000
2450,-195000
4252,-195000
6011,-200000
3245,-200000
1522,-200000
2452,-200000
2015,-200000
0035,-205000
1335,-205000
5331,-205000
3213,-210000
5500,-210000
0145,-210000
5510,-210000
1442,-210000
4314,-215000
5511,-215000
5501,-215000
4503,-215000
3523,-220000
5520,-220000
3345,-220000
3133,-220000
5132,-220000
2045,-225000
0225,-225000
5521,-225000
4513,-225000
3414,-230000
2451,-230000
2520,-235000
3125,-235000
1244,-235000
4404,-235000
1045,-235000
3325,-240000
3115,-240000
2145,-240000
4203,-240000
4423,-245000
4333,-245000
3343,-245000
3521,-245000
1344,-250000
3335,-255000
2344,-255000
4324,-260000
6002,-260000
1145,-260000
2325,-260000
4414,-260000
4530,-265000
1225,-265000
1125,-265000
4342,-265000
6012,-270000
4531,-275000
4401,-280000
5032,-280000
4313,-290000
1510,-290000
2414,-290000
4233,-295000
2343,-300000
3244,-305000
3344,-305000
4323,-305000
3422,-305000
2351,-310000
1035,-310000
3503,-310000
0522,-315000
2434,-315000
2335,-315000
0115,-320000
4242,-320000
4402,-325000
4403,-325000
0442,-325000
1434,-330000
3204,-330000
1511,-330000
3513,-335000
1500,-345000
0050,-345000
4502,-345000
5112,-345000
4431,-350000
4051,-350000
1433,-355000
4512,-370000
2350,-370000
4520,-375000
4351,-375000
2205,-380000
4151,-390000
4103,-390000
4521,-390000
1513,-395000
1520,-395000
1135,-395000
2352,-400000
2044,-400000
2404,-405000
3224,-405000
0434,-405000
1423,-405000
1501,-410000
2433,-410000
2521,-410000
5122,-410000
2441,-415000
4430,-415000
4422,-415000
4413,-420000
1503,-420000
3333,-425000
0144,-425000
2314,-430000
2025,-430000
0135,-430000
0513,-435000
4050,-435000
0512,-440000
3103,-445000
2304,-445000
3203,-445000
1235,-445000
2105,-450000
0125,-450000
0044,-450000
0424,-450000
4500,-455000
3134,-455000
0143,-460000
2144,-460000
0503,-460000
0502,-465000
3144,-475000
4501,-475000
4150,-480000
4251,-480000
4412,-485000
2423,-485000
5012,-495000
2035,-495000
4510,-495000
2324,-500000
5022,-500000
0235,-500000
4350,-505000
4411,-505000
3044,-505000
0452,-510000
4511,-510000
1352,-515000
3324,-515000
1343,-515000
0334,-530000
2215,-530000
1452,-530000
1324,-535000
1351,-535000
3304,-540000
3431,-545000
3012,-550000
1350,-570000
0520,-570000
4042,-575000
3114,-575000
0351,-580000
3143,-585000
0352,-585000
0450,-590000
4332,-595000
1334,-595000
4250,-595000
0324,-595000
0500,-600000
0511,-605000
1521,-605000
3034,-610000
2334,-610000
1144,-615000
4003,-615000
0350,-615000
1450,-620000
4213,-620000
4133,-625000
2440,-630000
2115,-630000
0451,-630000
3430,-655000
1451,-660000
3004,-660000
0343,-660000
0501,-675000
0521,-675000
2135,-680000
0510,-680000
3314,-685000
3421,-685000
2431,-695000
3043,-700000
4142,-700000
1414,-705000
0423,-715000
4400,-720000
4341,-730000
0433,-740000
4421,-745000
3401,-760000
4033,-765000
1044,-765000
2225,-770000
3214,-770000
1441,-775000
2235,-775000
1404,-790000
4223,-800000
4340,-810000
2125,-835000
3303,-835000
1043,-835000
4241,-840000
3003,-840000
1440,-840000
4240,-850000
4040,-860000
1242,-870000
3402,-875000
2234,-890000
3313,-900000
3342,-900000
4041,-900000
0224,-900000
3124,-915000
3033,-920000
1240,-930000
4141,-935000
2224,-935000
3340,-940000
4410,-955000
0441,-960000
4302,-960000
2432,-965000
2204,-970000
1234,-985000
0431,-995000
4420,-995000
0440,-1000000
4312,-1015000
3013,-1020000
2240,-1030000
4113,-1030000
4140,-1030000
3341,-1035000
2430,-1045000
1431,-1050000
3403,-1060000
2143,-1065000
3420,-1085000
0043,-1085000
1224,-1100000
0240,-1100000
4331,-1105000
2403,-1115000
3412,-1125000
0404,-1135000
0234,-1140000
3413,-1150000
0414,-1170000
2004,-1175000
3014,-1185000
4013,-1200000
3302,-1220000
3411,-1225000
0430,-1225000
3400,-1230000
2231,-1255000
2230,-1260000
1430,-1275000
4330,-1280000
2214,-1280000
2413,-1290000
2241,-1300000
2242,-1315000
3241,-1325000
3242,-1360000
2104,-1365000
3024,-1365000
1432,-1380000
3240,-1400000
1314,-1400000
1342,-1425000
1241,-1435000
0304,-1460000
0432,-1470000
0104,-1475000
2323,-1480000
1403,-1490000
1304,-1490000
2134,-1490000
0034,-1495000
4202,-1495000
4212,-1500000
3312,-1510000
0242,-1515000
4301,-1530000
0134,-1530000
4322,-1540000
1413,-1540000
1340,-1545000
2034,-1550000
4123,-1550000
2043,-1565000
0314,-1575000
3202,-1580000
3212,-1580000
2313,-1585000
2421,-1595000
4311,-1615000
0342,-1630000
2114,-1630000
2003,-1640000
3410,-1650000
0401,-1660000
4023,-1700000
0400,-1705000
0004,-1710000
0241,-1710000
1134,-1725000
3310,-1740000
1142,-1740000
2014,-1745000
4102,-1755000
2422,-1760000
3300,-1765000
2223,-1765000
2333,-1795000
3042,-1800000
3040,-1855000
3041,-1870000
1104,-1890000
3141,-1895000
4100,-1895000
2342,-1895000
4232,-1900000
0340,-1910000
1341,-1935000
3321,-1945000
4321,-1965000
3322,-1980000
1004,-1990000
2303,-2000000
3311,-2005000
0204,-2030000
1204,-2030000
4300,-2040000
2124,-2045000
3142,-2055000
2420,-2065000
2402,-2100000
3140,-2105000
0403,-2110000
0413,-2110000
2213,-2115000
4231,-2135000
3301,-2165000
4112,-2180000
0223,-2180000
4310,-2215000
1034,-2220000
0421,-2225000
2340,-2235000
1313,-2275000
0410,-2275000
1333,-2285000
3102,-2300000
0142,-2300000
0313,-2305000
0411,-2305000
4111,-2310000
4211,-2315000
4230,-2320000
0341,-2325000
1223,-2335000
4101,-2340000
2341,-2355000
4200,-2370000
0323,-2375000
4002,-2380000
4221,-2395000
4320,-2415000
2202,-2415000
2220,-2445000
3320,-2445000
4131,-2445000
4201,-2475000
1421,-2480000
1214,-2485000
4132,-2490000
4210,-2500000
0124,-2540000
0214,-2555000
4220,-2555000
1124,-2560000
0024,-2590000
4012,-2590000
2412,-2595000
4110,-2600000
2302,-2620000
2401,-2630000
2024,-2665000
2203,-2680000
0003,-2710000
1323,-2715000
4032,-2720000
0420,-2770000
1303,-2775000
1233,-2780000
1140,-2835000
1040,-2845000
3332,-2845000
2400,-2855000
4222,-2860000
0333,-2875000
4130,-2915000
2212,-2950000
1042,-2955000
1400,-2960000
1401,-2965000
1024,-2970000
0303,-2990000
1141,-3025000
2322,-3050000
2312,-3075000
4031,-3090000
0114,-3090000
2221,-3150000
2123,-3160000
0040,-3200000
1114,-3225000
0422,-3230000
4121,-3230000
1212,-3235000
1420,-3245000
2411,-3245000
0140,-3250000
1422,-3270000
3101,-3300000
4022,-3305000
1041,-3335000
3201,-3340000
4021,-3340000
1014,-3345000
1410,-3365000
1003,-3370000
4011,-3375000
2233,-3400000
2142,-3430000
4120,-3450000
1411,-3490000
0030,-3505000
0014,-3515000
0141,-3515000
4122,-3520000
3111,-3570000
0233,-3575000
4030,-3580000
1402,-3590000
3331,-3595000
4000,-3605000
2020,-3625000
2023,-3630000
2013,-3665000
1232,-3690000
4020,-3715000
0412,-3715000
2410,-3740000
1412,-3750000
4001,-3755000
0041,-3770000
1123,-3790000
2321,-3815000
2122,-3840000
0042,-3850000
0402,-3860000
0032,-3885000
2332,-3890000
2222,-3905000
2042,-3910000
3220,-3910000
3330,-3935000
3221,-3945000
3211,-3980000
2133,-3990000
2103,-4005000
2140,-4035000
0132,-4080000
4010,-4100000
0232,-4115000
1133,-4155000
3232,-4160000
2141,-4170000
0133,-4215000
2200,-4215000
2232,-4245000
1032,-4300000
2210,-4365000
2331,-4375000
3110,-4395000
3231,-4425000
0033,-4455000
1332,-4480000
2033,-4485000
3132,-4490000
1222,-4505000
3122,-4520000
3120,-4530000
2320,-4535000
2040,-4585000
0221,-4610000
2311,-4640000
2330,-4660000
1231,-4670000
2121,-4680000
1132,-4735000
0130,-4780000
3230,-4785000
2041,-4815000
2113,-4825000
0123,-4825000
0332,-4855000
3032,-4860000
0031,-4865000
1023,-4875000
3002,-4890000
1331,-4945000
1030,-4960000
1033,-5020000
0023,-5025000
3210,-5045000
3222,-5055000
0331,-5095000
1131,-5130000
3121,-5200000
0231,-5205000
2132,-5275000
1330,-5300000
1031,-5305000
2301,-5305000
3022,-5310000
2021,-5360000
0330,-5400000
1312,-5425000
3200,-5485000
1013,-5510000
2022,-5545000
2131,-5565000
0222,-5660000
3011,-5670000
0212,-5750000
0322,-5785000
0210,-5875000
3131,-5875000
1202,-5940000
0203,-5965000
0213,-5965000
2032,-5995000
0103,-6045000
1321,-6100000
2130,-6130000
0022,-6240000
1210,-6270000
1103,-6290000
1322,-6290000
2201,-6345000
2031,-6355000
3021,-6370000
3130,-6470000
0131,-6475000
3010,-6535000
0013,-6560000
1203,-6590000
3100,-6620000
1213,-6685000
3020,-6720000
1221,-6745000
2101,-6845000
2112,-6930000
2012,-6940000
3001,-6945000
1310,-6950000
0112,-6955000
0312,-7070000
1122,-7145000
2002,-7165000
1311,-7175000
1130,-7180000
3031,-7275000
0321,-7310000
2310,-7385000
1300,-7455000
1302,-7460000
0320,-7490000
1022,-7495000
0211,-7500000
1230,-7530000
1211,-7570000
1201,-7610000
0002,-7625000
0202,-7655000
1012,-7725000
1113,-7725000
1112,-7765000
2111,-7780000
1002,-7790000
2211,-7840000
1301,-7950000
0012,-8025000
2030,-8145000
2110,-8195000
0310,-8195000
0113,-8255000
0302,-8335000
1120,-8350000
2102,-8350000
3030,-8355000
2011,-8365000
1320,-8380000
0220,-8405000
1021,-8425000
1121,-8440000
2300,-8660000
0122,-8695000
0230,-8795000
0102,-8840000
3000,-9035000
0311,-9090000
0300,-9165000
0000,-9380000
1001,-9520000
2100,-9525000
1200,-9540000
0021,-9555000
0001,-9650000
0120,-9660000
1000,-9785000
0100,-9785000
0201,-9785000
1100,-10190000
1111,-10225000
1220,-10320000
0101,-10325000
2001,-10330000
0301,-10425000
2000,-10460000
1011,-10500000
0010,-10595000
0111,-10650000
0011,-10730000
0121,-10860000
0110,-11135000
0200,-11135000
1101,-11175000
1010,-11270000
1110,-11315000
0020,-11405000
2010,-11420000
1102,-11555000
1020,-12115000
